timestamp,service_name,requests_per_second,cpu_utilization,memory_utilization,latency_p50_ms,latency_p99_ms,error_rate,active_connections,bytes_in_per_second,bytes_out_per_second
2026-01-03T01:55:00+00:00,worker,42.0,0.2385,0.3337,47.9,99.25,0.001777,8,46450,176537
2026-01-03T01:55:00+00:00,web,47.91,0.3387,0.6328,92.56,196.27,0.001289,11,49051,223466
2026-01-03T02:00:00+00:00,api,38.26,0.3467,0.4537,50.25,126.18,0.003584,15,46859,171850
2026-01-03T02:00:00+00:00,worker,48.55,0.3654,0.3264,57.62,144.18,0.002734,40,53962,167360
2026-01-03T02:00:00+00:00,web,47.78,0.2904,0.3979,49.42,108.59,0.003788,29,42325,228415
2026-01-03T02:05:00+00:00,api,32.89,0.1865,0.4821,48.19,102.32,0.002378,19,28638,131321
2026-01-03T02:05:00+00:00,worker,48.89,0.1414,0.3616,70.1,153.16,0.002496,16,42552,173192
2026-01-03T02:05:00+00:00,web,45.75,0.2775,0.5696,57.09,133.44,0.002194,16,54009,190481
2026-01-03T02:10:00+00:00,api,47.15,0.2461,0.399,54.31,118.96,0.002006,25,39326,179648
2026-01-03T02:10:00+00:00,worker,45.13,0.2436,0.4854,56.04,134.81,0.005773,29,54668,217993
2026-01-03T02:10:00+00:00,web,61.79,0.4055,0.3367,68.78,142.31,0.001891,46,54568,292779
2026-01-03T02:15:00+00:00,api,36.02,0.2208,0.2698,60.17,169.2,0.002142,2,44124,121434
2026-01-03T02:15:00+00:00,worker,47.53,0.3824,0.3265,58.4,128.01,0.00181,17,40904,181823
2026-01-03T02:15:00+00:00,web,56.83,0.2252,0.4174,51.66,135.94,0.001486,40,61952,239419
2026-01-03T02:20:00+00:00,api,40.81,0.3288,0.3793,55.54,146.89,0.001595,6,34477,196009
2026-01-03T02:20:00+00:00,worker,48.29,0.3261,0.4115,65.03,136.83,0.002304,18,55063,163055
2026-01-03T02:20:00+00:00,web,46.98,0.2599,0.2958,50.65,117.35,0.005452,18,53895,194166
2026-01-03T02:25:00+00:00,api,39.56,0.2409,0.2801,52.88,113.45,0.006009,10,45877,191147
2026-01-03T02:25:00+00:00,worker,44.86,0.2285,0.3093,66.89,138.86,0.002703,24,43660,183814
2026-01-03T02:25:00+00:00,web,50.46,0.3105,0.5153,52.39,133.87,0.00267,6,56318,175607
2026-01-03T02:30:00+00:00,api,27.41,0.3043,0.3429,70.77,150.26,0.001903,25,27504,94855
2026-01-03T02:30:00+00:00,worker,45.36,0.2787,0.3973,53.51,114.44,0.003651,14,43490,148735
2026-01-03T02:30:00+00:00,web,48.71,0.3542,0.3159,52.89,108.79,0.003932,28,58435,211761
2026-01-03T02:35:00+00:00,api,38.6,0.2453,0.465,68.29,181.9,0.001009,21,39142,152188
2026-01-03T02:35:00+00:00,worker,42.71,0.2562,0.4001,49.34,127.17,0.003994,41,45198,192006
2026-01-03T02:35:00+00:00,web,52.69,0.2633,0.3561,65.75,167.02,0.004867,12,49142,179101
2026-01-03T02:40:00+00:00,api,36.93,0.3154,0.3635,49.39,101.27,0.004433,15,32679,122205
2026-01-03T02:40:00+00:00,worker,49.37,0.3432,0.4821,51.13,122.47,0.004621,16,54895,209662
2026-01-03T02:40:00+00:00,web,58.06,0.2128,0.2318,55.74,113.77,0.002108,49,64703,277919
2026-01-03T02:45:00+00:00,api,41.65,0.2739,0.4249,53.16,109.2,0.001638,25,43802,161812
2026-01-03T02:45:00+00:00,worker,51.29,0.2519,0.3705,61.31,130.04,0.001285,23,47860,183672
2026-01-03T02:45:00+00:00,web,54.77,0.2874,0.3082,50.0,145.23,0.004035,25,59092,220657
2026-01-03T02:50:00+00:00,api,43.67,0.271,0.5777,58.81,121.6,0.003966,23,39826,148620
2026-01-03T02:50:00+00:00,worker,45.51,0.2463,0.4599,60.67,176.63,0.001117,28,46785,187445
2026-01-03T02:50:00+00:00,web,50.01,0.3119,0.5752,50.39,169.36,0.002949,34,46996,187229
2026-01-03T02:55:00+00:00,api,40.3,0.279,0.5503,72.4,255.17,0.001558,3,37436,186564
2026-01-03T02:55:00+00:00,worker,46.63,0.2707,0.3235,54.76,131.08,0.005637,18,45099,208820
2026-01-03T02:55:00+00:00,web,63.04,0.2225,0.5327,56.62,141.05,0.001297,37,70212,253013
2026-01-03T03:00:00+00:00,api,42.9,0.2811,0.4391,53.87,111.74,0.003757,33,51522,148038
2026-01-03T03:00:00+00:00,worker,53.36,0.2546,0.434,61.69,141.8,0.001051,20,55165,222711
2026-01-03T03:00:00+00:00,web,68.09,0.3325,0.4246,57.42,120.93,0.003812,20,59216,250127
2026-01-03T03:05:00+00:00,api,49.79,0.2592,0.2743,67.63,160.29,0.010079,18,49751,178033
2026-01-03T03:05:00+00:00,worker,55.3,0.2598,0.426,57.65,124.83,0.001152,36,59550,242118
2026-01-03T03:05:00+00:00,web,51.7,0.1892,0.3771,61.6,142.35,0.004238,10,48800,247415
2026-01-03T03:10:00+00:00,api,111.88,0.3888,0.4221,91.9,204.52,0.001322,51,131027,530414
2026-01-03T03:10:00+00:00,worker,43.28,0.3443,0.4693,49.9,109.17,0.004152,28,43322,193015
2026-01-03T03:10:00+00:00,web,57.61,0.3538,0.4315,65.04,154.62,0.001224,24,66719,267311
2026-01-03T03:15:00+00:00,api,52.55,0.2932,0.2932,68.18,144.95,0.002002,19,44163,175859
2026-01-03T03:15:00+00:00,worker,46.48,0.2869,0.364,58.69,127.64,0.006862,16,44003,167975
2026-01-03T03:15:00+00:00,web,61.67,0.2591,0.2896,67.35,139.66,0.001297,17,53551,203483
2026-01-03T03:20:00+00:00,api,47.99,0.3503,0.3179,57.76,119.31,0.002147,24,40139,163168
2026-01-03T03:20:00+00:00,worker,61.45,0.2837,0.4968,57.7,217.71,0.005299,13,69487,245235
2026-01-03T03:20:00+00:00,web,75.59,0.4039,0.2908,66.08,141.44,0.001291,35,68914,326990
2026-01-03T03:25:00+00:00,api,43.49,0.2623,0.4928,52.98,116.75,0.002462,24,43019,200128
2026-01-03T03:25:00+00:00,worker,58.24,0.2788,0.5063,54.66,115.5,0.00193,24,57703,237880
2026-01-03T03:25:00+00:00,web,52.32,0.3245,0.4908,66.48,179.35,0.00722,18,58185,195300
2026-01-03T03:30:00+00:00,api,46.33,0.2132,0.3567,62.91,152.35,0.002003,21,52381,186385
2026-01-03T03:30:00+00:00,worker,55.01,0.2798,0.4757,60.3,194.69,0.002128,25,50257,239768
2026-01-03T03:30:00+00:00,web,54.33,0.2488,0.4373,65.45,159.86,0.002288,24,46802,203603
2026-01-03T03:35:00+00:00,api,39.0,0.4067,0.3228,65.0,197.22,0.00159,18,45432,175372
2026-01-03T03:35:00+00:00,worker,58.04,0.3413,0.4021,64.5,141.66,0.003629,42,65797,250126
2026-01-03T03:35:00+00:00,web,61.92,0.3779,0.3926,78.8,169.1,0.004161,23,60526,230129
2026-01-03T03:40:00+00:00,api,43.05,0.2208,0.4469,60.64,166.83,0.001926,21,42838,207138
2026-01-03T03:40:00+00:00,worker,58.23,0.2802,0.3716,59.06,137.34,0.002572,23,61337,255909
2026-01-03T03:40:00+00:00,web,67.86,0.2786,0.3006,77.72,200.31,0.00559,9,69680,249642
2026-01-03T03:45:00+00:00,api,43.79,0.3506,0.3399,52.62,129.8,0.002997,20,46492,199069
2026-01-03T03:45:00+00:00,worker,55.68,0.2777,0.5436,53.47,167.28,0.002554,28,50729,265721
2026-01-03T03:45:00+00:00,web,55.4,0.302,0.4124,51.69,110.19,0.001955,19,48314,269696
2026-01-03T03:50:00+00:00,api,41.07,0.3335,0.3954,52.29,111.46,0.002895,22,48074,171402
2026-01-03T03:50:00+00:00,worker,52.84,0.2786,0.4637,53.31,135.99,0.002133,30,59479,241940
2026-01-03T03:50:00+00:00,web,56.21,0.2642,0.4565,57.62,117.87,0.009429,18,47908,273288
2026-01-03T03:55:00+00:00,api,37.74,0.314,0.408,67.22,155.51,0.001488,25,31140,175355
2026-01-03T03:55:00+00:00,worker,57.5,0.2906,0.4595,79.43,243.59,0.001493,40,66027,219414
2026-01-03T03:55:00+00:00,web,56.62,0.2819,0.3294,53.0,119.78,0.003674,43,67264,194298
2026-01-03T04:00:00+00:00,api,46.46,0.2906,0.3915,73.74,273.38,0.005021,19,44019,156479
2026-01-03T04:00:00+00:00,worker,57.52,0.3034,0.2244,58.7,170.94,0.001234,25,49874,228111
2026-01-03T04:00:00+00:00,web,76.13,0.3102,0.3627,59.75,159.84,0.001785,32,67837,284969
2026-01-03T04:05:00+00:00,api,45.52,0.2497,0.4616,55.34,187.39,0.001633,26,37567,195071
2026-01-03T04:05:00+00:00,worker,56.62,0.3659,0.4359,54.38,129.03,0.008597,4,65736,272727
2026-01-03T04:05:00+00:00,web,62.5,0.2714,0.4259,61.22,146.32,0.002706,36,61757,257100
2026-01-03T04:10:00+00:00,api,54.87,0.3556,0.4903,64.17,152.67,0.00196,24,54466,234666
2026-01-03T04:10:00+00:00,worker,62.82,0.2899,0.3766,67.72,143.3,0.001462,22,52375,253056
2026-01-03T04:10:00+00:00,web,77.65,0.3423,0.4129,69.28,197.69,0.004515,34,64628,306813
2026-01-03T04:15:00+00:00,api,55.0,0.4511,0.3332,61.5,135.07,0.005689,15,56296,209065
2026-01-03T04:15:00+00:00,worker,57.78,0.3801,0.3022,59.86,168.69,0.003181,25,58628,191959
2026-01-03T04:15:00+00:00,web,75.78,0.2787,0.4081,72.53,197.16,0.002563,46,89791,323414
2026-01-03T04:20:00+00:00,api,54.56,0.3218,0.5392,64.77,158.0,0.009583,30,49537,195624
2026-01-03T04:20:00+00:00,worker,56.32,0.224,0.4672,72.77,191.18,0.001978,36,63956,260491
2026-01-03T04:20:00+00:00,web,66.71,0.2361,0.3952,61.57,125.88,0.002196,40,65040,314163
2026-01-03T04:25:00+00:00,api,54.06,0.3483,0.3097,59.54,127.69,0.001977,23,44879,184685
2026-01-03T04:25:00+00:00,worker,57.29,0.2988,0.4713,61.49,235.94,0.003124,34,59293,201488
2026-01-03T04:25:00+00:00,web,78.06,0.2983,0.2398,78.92,213.8,0.004425,31,89226,377435
2026-01-03T04:30:00+00:00,api,47.64,0.3304,0.236,59.07,159.13,0.011648,29,53384,161193
2026-01-03T04:30:00+00:00,worker,56.67,0.2478,0.3788,71.59,160.49,0.004535,34,54831,273081
2026-01-03T04:30:00+00:00,web,64.31,0.2192,0.4927,61.85,154.32,0.002757,28,64032,282619
2026-01-03T04:35:00+00:00,api,54.3,0.2179,0.4588,59.17,150.89,0.001032,19,46442,232090
2026-01-03T04:35:00+00:00,worker,60.62,0.3569,0.3025,59.2,135.64,0.001247,26,61994,252935
2026-01-03T04:35:00+00:00,web,73.57,0.3417,0.291,60.02,149.44,0.002931,49,85450,340604
2026-01-03T04:40:00+00:00,api,61.45,0.2599,0.3201,70.88,168.12,0.00267,38,54454,263825
2026-01-03T04:40:00+00:00,worker,61.08,0.3535,0.4394,55.66,154.52,0.003318,21,59866,275205
2026-01-03T04:40:00+00:00,web,75.99,0.2892,0.398,63.02,154.54,0.002821,47,63637,249442
2026-01-03T04:45:00+00:00,api,52.35,0.3772,0.4108,76.31,157.5,0.002984,41,44400,196593
2026-01-03T04:45:00+00:00,worker,82.45,0.2735,0.3473,79.1,260.81,0.002385,46,72603,399417
2026-01-03T04:45:00+00:00,web,79.8,0.3086,0.4407,63.3,172.72,0.002712,43,93654,287637
2026-01-03T04:50:00+00:00,api,49.73,0.3775,0.4482,89.49,298.68,0.003863,20,41768,242857
2026-01-03T04:50:00+00:00,worker,66.15,0.4152,0.4148,59.0,121.19,0.003453,14,71208,235651
2026-01-03T04:50:00+00:00,web,85.24,0.298,0.4592,70.26,170.27,0.001026,22,73728,350815
2026-01-03T04:55:00+00:00,api,55.57,0.2862,0.3508,64.83,185.42,0.001976,29,47375,272188
2026-01-03T04:55:00+00:00,worker,180.68,0.5381,0.2994,105.64,236.66,0.002799,90,152030,716273
2026-01-03T04:55:00+00:00,web,72.42,0.3482,0.4846,57.01,147.05,0.002202,29,79762,249875
2026-01-03T05:00:00+00:00,api,67.17,0.3872,0.2864,73.48,185.46,0.001218,28,62211,283847
2026-01-03T05:00:00+00:00,worker,64.77,0.3283,0.4064,62.41,262.85,0.002957,29,72704,289243
2026-01-03T05:00:00+00:00,web,83.55,0.3055,0.4021,64.64,140.67,0.009351,32,73842,327096
2026-01-03T05:05:00+00:00,api,62.5,0.3188,0.3942,82.27,241.37,0.007152,30,60570,242698
2026-01-03T05:05:00+00:00,worker,81.4,0.3699,0.2934,68.91,154.89,0.003377,51,85859,294751
2026-01-03T05:05:00+00:00,web,86.94,0.4124,0.3155,64.38,133.68,0.005605,63,87283,360209
2026-01-03T05:10:00+00:00,api,54.65,0.2836,0.3898,68.33,167.08,0.001247,10,47494,206836
2026-01-03T05:10:00+00:00,worker,61.12,0.3161,0.3955,64.37,145.02,0.001881,24,58038,215699
2026-01-03T05:10:00+00:00,web,90.17,0.3434,0.2804,75.87,161.38,0.001855,42,101561,296413
2026-01-03T05:15:00+00:00,api,147.92,0.5184,0.5434,144.18,303.89,0.002661,75,180437,698931
2026-01-03T05:15:00+00:00,worker,78.2,0.3978,0.3678,82.59,311.69,0.004179,28,83361,315717
2026-01-03T05:15:00+00:00,web,66.67,0.3568,0.349,62.63,215.52,0.001261,37,72452,275846
2026-01-03T05:20:00+00:00,api,66.45,0.3041,0.4456,78.26,166.19,0.003526,36,56169,240380
2026-01-03T05:20:00+00:00,worker,73.3,0.3874,0.5156,86.99,184.62,0.001355,36,89503,246508
2026-01-03T05:20:00+00:00,web,65.83,0.2992,0.4561,68.92,180.51,0.00152,28,59147,297861
2026-01-03T05:25:00+00:00,api,59.4,0.3676,0.2009,62.12,124.6,0.007721,36,50903,291752
2026-01-03T05:25:00+00:00,worker,73.23,0.4299,0.3268,64.11,201.79,0.001722,25,65028,274908
2026-01-03T05:25:00+00:00,web,103.15,0.3871,0.4542,73.15,212.54,0.003227,56,105125,482189
2026-01-03T05:30:00+00:00,api,65.34,0.3744,0.4353,68.68,137.68,0.001667,43,77295,256321
2026-01-03T05:30:00+00:00,worker,73.12,0.3353,0.4373,65.29,142.56,0.001774,45,83783,306045
2026-01-03T05:30:00+00:00,web,92.11,0.4149,0.3309,83.96,218.48,0.002793,48,83102,330537
2026-01-03T05:35:00+00:00,api,66.62,0.3823,0.4026,68.5,177.67,0.003151,23,70502,270188
2026-01-03T05:35:00+00:00,worker,80.22,0.3901,0.4307,75.06,298.31,0.00427,40,90939,366595
2026-01-03T05:35:00+00:00,web,99.72,0.3279,0.4388,73.26,283.97,0.001679,54,103116,381669
2026-01-03T05:40:00+00:00,api,55.98,0.3555,0.2831,70.85,170.47,0.00381,38,66340,209973
2026-01-03T05:40:00+00:00,worker,80.04,0.1996,0.4184,71.68,158.51,0.001573,44,94429,339301
2026-01-03T05:40:00+00:00,web,98.5,0.298,0.2133,80.68,246.11,0.00185,62,108986,457009
2026-01-03T05:45:00+00:00,api,61.69,0.3199,0.3829,61.21,123.48,0.005587,31,58326,246979
2026-01-03T05:45:00+00:00,worker,80.94,0.349,0.3288,78.88,181.92,0.004224,40,77860,304760
2026-01-03T05:45:00+00:00,web,78.02,0.2773,0.4911,72.46,184.19,0.005236,31,66365,307530
2026-01-03T05:50:00+00:00,api,57.55,0.3334,0.2471,59.55,127.12,0.005848,42,58520,277630
2026-01-03T05:50:00+00:00,worker,77.21,0.3253,0.4834,78.96,160.38,0.005126,31,68276,275830
2026-01-03T05:50:00+00:00,web,88.61,0.302,0.3244,63.59,128.56,0.001255,60,77695,409726
2026-01-03T05:55:00+00:00,api,51.64,0.2517,0.287,58.45,128.24,0.002161,25,44201,198003
2026-01-03T05:55:00+00:00,worker,170.66,0.5176,0.2984,113.28,273.47,0.002479,81,200545,777424
2026-01-03T05:55:00+00:00,web,79.33,0.3591,0.4114,58.68,127.32,0.005863,39,81001,314088
2026-01-03T06:00:00+00:00,api,56.56,0.3015,0.3541,59.51,135.92,0.001646,24,49368,187853
2026-01-03T06:00:00+00:00,worker,91.66,0.3054,0.5527,72.87,174.09,0.001619,36,88936,379659
2026-01-03T06:00:00+00:00,web,86.31,0.3152,0.2602,63.86,277.2,0.003196,43,101058,413976
2026-01-03T06:05:00+00:00,api,81.61,0.3374,0.3972,71.66,207.66,0.003362,44,73064,368022
2026-01-03T06:05:00+00:00,worker,64.07,0.2361,0.2683,76.58,184.0,0.00454,42,66755,209953
2026-01-03T06:05:00+00:00,web,112.53,0.4142,0.585,90.72,302.3,0.001888,31,117437,446047
2026-01-03T06:10:00+00:00,api,75.37,0.3462,0.3794,89.78,343.07,0.002143,33,87785,366769
2026-01-03T06:10:00+00:00,worker,83.98,0.366,0.2338,74.51,179.09,0.001969,48,84533,355920
2026-01-03T06:10:00+00:00,web,94.37,0.3348,0.5169,105.31,285.19,0.001363,51,107192,364365
2026-01-03T06:15:00+00:00,api,69.19,0.3638,0.3967,85.45,221.32,0.002678,24,82210,295203
2026-01-03T06:15:00+00:00,worker,89.28,0.1957,0.378,90.99,207.99,0.002428,55,92754,365019
2026-01-03T06:15:00+00:00,web,107.12,0.4036,0.4367,72.37,211.07,0.005393,45,95874,440907
2026-01-03T06:20:00+00:00,api,89.1,0.4142,0.3762,79.01,265.72,0.002873,41,88563,375289
2026-01-03T06:20:00+00:00,worker,86.67,0.365,0.2985,68.3,163.45,0.002828,43,71731,293381
2026-01-03T06:20:00+00:00,web,96.33,0.3879,0.4761,68.44,214.23,0.001882,71,112130,371020
2026-01-03T06:25:00+00:00,api,62.09,0.4494,0.4819,88.57,200.97,0.002272,1,53995,238867
2026-01-03T06:25:00+00:00,worker,78.36,0.3766,0.4108,104.12,296.43,0.001749,28,94466,380486
2026-01-03T06:25:00+00:00,web,92.55,0.3645,0.2998,63.33,127.53,0.001494,54,87566,449192
2026-01-03T06:30:00+00:00,api,60.61,0.327,0.4919,62.0,181.87,0.004445,39,59310,270367
2026-01-03T06:30:00+00:00,worker,82.7,0.3523,0.4469,66.09,150.97,0.001762,38,80215,382985
2026-01-03T06:30:00+00:00,web,90.13,0.3309,0.3465,63.79,131.72,0.001082,61,96957,352075
2026-01-03T06:35:00+00:00,api,66.15,0.4046,0.2971,70.71,174.81,0.004851,40,58698,258961
2026-01-03T06:35:00+00:00,worker,97.32,0.3082,0.4794,88.97,334.31,0.001426,62,117958,404280
2026-01-03T06:35:00+00:00,web,102.34,0.2877,0.4847,67.13,136.63,0.001304,43,118823,353336
2026-01-03T06:40:00+00:00,api,70.62,0.3336,0.3805,67.52,189.55,0.001425,46,66182,290597
2026-01-03T06:40:00+00:00,worker,79.32,0.2823,0.3193,73.38,155.4,0.003661,41,73121,304805
2026-01-03T06:40:00+00:00,web,96.04,0.3421,0.2665,78.97,194.18,0.003383,42,93375,339118
2026-01-03T06:45:00+00:00,api,70.56,0.3742,0.3065,69.41,196.34,0.003058,33,75857,243107
2026-01-03T06:45:00+00:00,worker,88.26,0.3554,0.4276,76.0,162.06,0.001628,60,78525,353722
2026-01-03T06:45:00+00:00,web,110.73,0.4027,0.4925,75.91,190.2,0.002727,49,93052,541450
2026-01-03T06:50:00+00:00,api,58.2,0.3083,0.4317,66.46,171.09,0.003454,20,55066,246295
2026-01-03T06:50:00+00:00,worker,75.69,0.3191,0.383,78.26,194.24,0.003327,24,81445,333690
2026-01-03T06:50:00+00:00,web,102.41,0.3271,0.3268,90.56,231.3,0.003575,40,117891,437417
2026-01-03T06:55:00+00:00,api,69.2,0.3831,0.4493,85.15,185.78,0.004182,38,76771,333746
2026-01-03T06:55:00+00:00,worker,90.47,0.4369,0.3144,71.92,371.65,0.002227,52,78403,387649
2026-01-03T06:55:00+00:00,web,86.72,0.2537,0.4022,67.94,171.13,0.001224,52,105501,409773
2026-01-03T07:00:00+00:00,api,90.77,0.4183,0.3581,97.77,208.9,0.00113,57,86634,334604
2026-01-03T07:00:00+00:00,worker,101.63,0.4617,0.3423,103.96,242.94,0.003202,48,114236,339299
2026-01-03T07:00:00+00:00,web,97.27,0.3319,0.366,68.93,140.61,0.001662,55,97418,442396
